,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,Date
838,Javian Hawkins,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
839,KJ Hill Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
840,Frank Darby,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
841,Keke Coutee,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
842,Maurice Ffrench,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
843,Jordan Wilkins,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
844,Ben Mason,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
845,David Sills V,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
846,Gabe Nabers,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
847,Kerryon Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
848,Elijah Holyfield,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
849,Rodney Adams,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
850,J.P. Holtz,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
851,Stanley Morgan,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
852,Ito Smith,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
853,Tajae Sharpe,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
854,Auden Tate,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
855,Darwin Thompson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
856,Cornell Powell,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
857,Daniel Brown,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
858,Ryquell Armstead,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
859,Johnny Stanton IV,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
860,John Lovett,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
861,Marcus Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
862,Darrell Daniels,Det,TE,W 21-20,0,,,,,,,,,,,,,,,,,KC,Away,9/12/2023
863,Ian Bunting,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
864,Buddy Howell,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
865,Anthony Firkser,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
866,Collin Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
867,Tommylee Lewis,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
868,Cameron Batson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
869,Kevin Rader,Ten,TE,L 15-16,0,,,,,,,,,,,,,,,,,NO,Away,9/12/2023
870,Jake Bargas,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
871,Farrod Green,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
872,Jake Kumerow,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
873,Maxx Williams,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
874,Mason Schreck,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
875,Brandon Zylstra,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
876,Sean McKeon,Dal,TE,W 40-0,0,,,,,,,,,,,,,,,,,NYG,Away,9/12/2023
877,Brady Russell,Sea,TE,L 13-30,,,,,,,,,,,,,,,,,,LAR,Home,9/12/2023
878,Malik Taylor,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
879,Mike Strachan,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
880,Jordan Veasy,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
881,Preston Williams,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
882,Anthony Miller,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
883,Temarrick Hemingway,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
884,Richard Rodgers,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
885,Andre Baccellia,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
886,Jacob Harris,Jax,WR,W 31-21,0,,,,,,,,,,,,,,,,,Ind,Away,9/12/2023
887,Xavier Jones,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
888,Kendall Blanton,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
889,Antonio Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
890,Jeff Cotton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
891,Tyron Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
892,Eric Ebron,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
893,Michael Warren II,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
894,Trey Ragas,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
895,Jordan Howard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
896,Jonathan Ward,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
897,Jesse James,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
898,Sage Surratt,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
899,Sewo Olonilua,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
900,LeVante Bellamy,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
901,Kevin White,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
902,Nick Vannett,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
903,Dominique Dafney,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
904,John Hightower,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
905,Ryan Izzo,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
906,Jacob Hollister,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
907,JoJo Natson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
908,Dazz Newsome,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
909,Eric Tomlinson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
910,John Brown,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
911,Artavis Pierce,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
912,Tony Brown,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
913,Landen Akers,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
914,Reggie Bonnafon,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
915,Tory Carter,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
916,Dezmon Patmon,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
917,Raleigh Webb,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
918,C.J. Saunders,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
919,Easop Winston Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
920,Nick Boyle,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
921,Derek Carrier,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
922,Antonio Callaway,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
923,Gerrid Doaks,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
924,Jeff Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
925,Cody White,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
926,Kendric Pryor,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
927,Deon Yelder,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
928,Dalton Keene,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
929,Jason Moore,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
930,Raymond Calais,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
931,Trenton Cannon,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
932,Noah Togiai,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
933,Tommy Hudson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
934,Mohamed Sanu,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
935,Brandon Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
936,Keelan Doss,LAC,WR,L 34-36,0,,,,,,,,,,,,,,,,,Mia,Home,9/12/2023
937,Adrian Killins,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
938,Tyrell Williams,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
939,Jaelon Darden,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
940,Kenny Stills,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
941,Marvin Hall,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
942,Tanner Gentry,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
943,Isaiah Wright,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
944,Colin Thompson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
945,J.J. Koski,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
946,Ryan Nall,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
947,Mekhi Sargent,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
948,Aaron Fuller,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
949,Bisi Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
950,Isaiah Coulter,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
951,Darius Anderson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
952,Jalen Camp,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
953,Kaylon Geiger,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
954,Garrett Griffin,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
955,Darius Bradwell,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
956,Dede Westbrook,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
957,Dan Chisena,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
958,Josh Hammond,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
959,Nsimba Webster,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
960,Stephen Anderson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
961,Javon Leake,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
962,Travis Benjamin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
963,Scottie Phillips,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
964,Rodney Smith,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
965,Jordan Scarlett,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
966,Tommy Stevens,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
967,Chris Herndon,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
968,Jordan Franks,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
969,Darren Fells,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
970,Antony Auclair,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
971,Daniel Helm,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
972,Antoine Wesley,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
973,Jared Pinkney,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
974,Demetrius Harris,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
975,Codey McElroy,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
976,Kahale Warring,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
977,Miller Forristall,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
978,Ja'Marcus Bradley,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
979,Michael Bandy,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
980,Matt LaCosse,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
981,Adam Shaheen,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
982,Travis Fulgham,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
983,Andre Roberts,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
984,Hunter Bryant,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
985,C.J. Board,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
986,Alex Bachman,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
987,Kawaan Baker,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
988,Luke Stocker,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
989,Nathan Cottrell,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
990,DeMichael Harris,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
991,Jeff Thomas,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
992,Albert Wilson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
993,Geronimo Allison,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
994,Omar Bayless,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
995,Myron Mitchell,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
996,Will Hastings,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
997,Matt Cole,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
998,Cyril Grayson Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
999,Cody Hollister,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
1000,Davion Davis,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
1001,Austin Mack,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
1002,Reggie Begelton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
1003,Chris Rowland,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
1004,Christian Blake,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/12/2023
1005,Keenan Allen,LAC,WR,L 24-27,15.2,0,0,0,0,0,0,8,111,2,10,0,0,0,31.1,0,0,Ten,Away,9/19/2023
1006,Daniel Jones,NYG,QB,W 31-28,18.1,321,2,1,9,59,1,0,0,0,0,0,0,0,30.74,26,37,Ari,Away,9/19/2023
1007,Puka Nacua,LAR,WR,L 23-30,12.2,0,0,0,2,4,0,15,147,0,20,0,0,0,30.1,0,0,SF,Home,9/19/2023
1008,Mike Evans,TB,WR,W 27-17,13.6,0,0,0,0,0,0,6,171,1,8,0,0,0,29.1,0,0,Chi,Home,9/19/2023
1009,Brian Robinson Jr.,Wsh,RB,W 35-33,10.7,0,0,0,18,87,2,2,42,0,3,0,0,0,28.9,0,0,Den,Away,9/19/2023
1010,Tee Higgins,Cin,WR,L 24-27,14.7,0,0,0,0,0,0,8,89,2,12,0,0,0,28.9,0,0,Bal,Home,9/19/2023
1011,Kirk Cousins,Min,QB,L 28-34,17.9,364,4,0,0,0,0,0,0,0,0,0,1,0,28.56,31,44,Phi,Away,9/19/2023
1012,Kyren Williams,LAR,RB,L 23-30,11.5,0,0,0,14,52,1,6,48,1,10,0,0,0,28,0,0,SF,Home,9/19/2023
1013,Nico Collins,Hou,WR,L 20-31,10.2,0,0,0,0,0,0,7,146,1,9,0,0,0,27.6,0,0,Ind,Home,9/19/2023
1014,Saquon Barkley,NYG,RB,W 31-28,18.6,0,0,0,17,63,1,6,29,1,7,0,0,0,27.2,0,0,Ari,Away,9/19/2023
1015,D'Andre Swift,Phi,RB,W 34-28,12.1,0,0,0,28,175,1,3,6,0,3,0,0,0,27.1,0,0,Min,Home,9/19/2023
1016,Russell Wilson,Den,QB,L 33-35,15.8,308,3,1,6,56,0,0,0,0,0,0,1,0,25.92,18,32,Wsh,Home,9/19/2023
1017,Tyler Lockett,Sea,WR,W 37-31,13,0,0,0,0,0,0,8,59,2,10,0,0,0,25.9,0,0,Det,Away,9/19/2023
1018,Raheem Mostert,Mia,RB,W 24-17,12.4,0,0,0,18,121,2,1,6,0,1,0,0,0,25.7,0,0,NE,Away,9/19/2023
1019,T.J. Hockenson,Min,TE,L 28-34,13.5,0,0,0,0,0,0,7,66,2,8,0,0,0,25.6,0,0,Phi,Away,9/19/2023
1020,CeeDee Lamb,Dal,WR,W 30-10,16.1,0,0,0,0,0,0,11,143,0,13,0,0,0,25.3,0,0,NYJ,Home,9/19/2023
1021,Joshua Dobbs,Ari,QB,L 28-31,13,228,1,0,3,41,1,0,0,0,0,0,0,0,25.22,21,31,NYG,Home,9/19/2023
1022,Jalen Hurts,Phi,QB,W 34-28,24.7,193,1,1,12,35,2,0,0,0,0,0,0,0,25.22,18,23,Min,Home,9/19/2023
1023,Justin Jefferson,Min,WR,L 28-34,22.1,0,0,0,0,0,0,11,159,0,13,0,1,0,24.9,0,0,Phi,Away,9/19/2023
1024,Jerome Ford,Cle,RB,L 22-26,6.1,0,0,0,16,106,0,3,25,1,4,0,0,0,24.1,0,0,Pit,Away,9/19/2023
1025,Josh Allen,Buf,QB,W 38-10,24.4,274,3,0,3,7,0,0,0,0,0,0,0,0,23.66,31,37,LV,Home,9/19/2023
1026,Josh Reynolds,Det,WR,L 31-37,8.1,0,0,0,0,0,0,5,66,2,6,0,0,0,23.6,0,0,Sea,Home,9/19/2023
1027,Geno Smith,Sea,QB,W 37-31,17.6,328,2,0,3,20,0,0,0,0,0,0,0,0,23.12,32,41,Det,Away,9/19/2023
1028,DeVonta Smith,Phi,WR,W 34-28,15,0,0,0,0,0,0,4,131,1,5,0,0,0,23.1,0,0,Min,Home,9/19/2023
1029,Jared Goff,Det,QB,L 31-37,15.7,323,3,1,0,0,0,0,0,0,0,0,0,0,22.92,28,35,Sea,Home,9/19/2023
1030,Lamar Jackson,Bal,QB,W 27-24,20.6,237,2,0,12,54,0,0,0,0,0,0,0,0,22.88,24,33,Cin,Away,9/19/2023
1031,George Pickens,Pit,WR,W 26-22,11.4,0,0,0,0,0,0,4,127,1,10,0,0,0,22.7,0,0,Cle,Home,9/19/2023
1032,Christian McCaffrey,SF,RB,W 30-23,22.3,0,0,0,20,116,1,3,19,0,3,0,0,0,22.5,0,0,LAR,Away,9/19/2023
1033,Justin Herbert,LAC,QB,L 24-27,19,305,2,0,1,0,0,0,0,0,0,0,0,0,22.2,27,41,Ten,Away,9/19/2023
1034,Deebo Samuel,SF,WR,W 30-23,14.3,0,0,0,5,38,1,6,63,0,9,0,0,0,22.1,0,0,LAR,Away,9/19/2023
1035,Christian Kirk,Jax,WR,L 9-17,10.4,-1,0,0,0,0,0,11,110,0,14,0,0,0,21.96,1,1,KC,Home,9/19/2023
1036,C.J. Stroud,Hou,QB,L 20-31,14.1,384,2,0,3,1,0,0,0,0,0,0,1,0,21.46,30,47,Ind,Home,9/19/2023
1037,Desmond Ridder,Atl,QB,W 25-24,12.4,237,1,1,10,39,1,0,0,0,0,0,0,0,21.38,19,32,GB,Home,9/19/2023
1038,Rachaad White,TB,RB,W 27-17,15.1,0,0,0,17,73,1,5,30,0,5,0,0,0,21.3,0,0,Chi,Home,9/19/2023
1039,Sam Howell,Wsh,QB,W 35-33,14.9,299,2,0,2,13,0,0,0,0,0,0,0,0,21.26,27,39,Den,Away,9/19/2023
1040,Patrick Mahomes,KC,QB,W 17-9,23.3,305,2,1,7,30,0,0,0,0,0,0,0,0,21.2,29,41,Jax,Away,9/19/2023
1041,Bijan Robinson,Atl,RB,W 25-24,16.4,0,0,0,19,124,0,4,48,0,5,0,0,0,21.2,0,0,GB,Home,9/19/2023
1042,Gabe Davis,Buf,WR,W 38-10,11.6,0,0,0,0,0,0,6,92,1,7,0,0,0,21.2,0,0,LV,Home,9/19/2023
1043,Ryan Tannehill,Ten,QB,W 27-24,15.4,246,1,0,1,12,1,0,0,0,0,0,0,0,21.04,20,24,LAC,Home,9/19/2023
1044,Zack Moss,Ind,RB,W 31-20,10.2,0,0,0,18,88,1,4,19,0,4,0,0,0,20.7,0,0,Hou,Away,9/19/2023
1045,Brandon Johnson,Den,WR,L 33-35,2,0,0,0,0,0,0,2,66,2,3,0,0,0,20.6,0,0,Wsh,Home,9/19/2023
1046,Davante Adams,LV,WR,L 10-38,19.2,0,0,0,0,0,0,6,84,1,8,0,0,0,20.4,0,0,Buf,Away,9/19/2023
1047,Adam Thielen,Car,WR,L 17-20,8,0,0,0,0,0,0,7,54,1,9,0,0,0,20.4,0,0,NO,Home,9/19/2023
1048,Jordan Love,GB,QB,L 24-25,15.3,151,3,0,2,23,0,0,0,0,0,0,0,0,20.34,14,25,Atl,Away,9/19/2023
1049,Marvin Mims Jr.,Den,WR,L 33-35,2.3,0,0,0,2,10,0,2,113,1,2,0,0,0,20.3,0,0,Wsh,Home,9/19/2023
1050,Tank Dell,Hou,WR,L 20-31,6.7,0,0,0,0,0,0,7,72,1,10,0,0,0,20.2,0,0,Ind,Home,9/19/2023
1051,Tony Pollard,Dal,RB,W 30-10,17.4,0,0,0,25,72,0,7,37,0,8,0,0,0,19.9,0,0,NYJ,Home,9/19/2023
1052,James Cook,Buf,RB,W 38-10,14.9,0,0,0,17,123,0,4,36,0,4,0,0,0,19.9,0,0,LV,Home,9/19/2023
1053,Jayden Reed,GB,WR,L 24-25,9.9,0,0,0,0,0,0,4,37,2,8,0,0,0,19.7,0,0,Atl,Away,9/19/2023
1054,Dak Prescott,Dal,QB,W 30-10,15.7,255,2,0,6,14,0,0,0,0,0,0,0,0,19.6,31,38,NYJ,Home,9/19/2023
1055,Drake London,Atl,WR,W 25-24,11,0,0,0,0,0,0,6,67,1,8,0,0,0,18.7,0,0,GB,Home,9/19/2023
1056,Derrick Henry,Ten,RB,W 27-24,17.8,0,0,0,25,80,1,3,15,0,4,0,0,0,18.5,0,0,LAC,Home,9/19/2023
1057,Kenneth Walker III,Sea,RB,W 37-31,15,0,0,0,17,43,2,1,11,0,2,0,0,0,18.4,0,0,Det,Away,9/19/2023
1058,Baker Mayfield,TB,QB,W 27-17,15.5,317,1,0,6,17,0,0,0,0,0,0,0,0,18.38,26,34,Chi,Home,9/19/2023
1059,Anthony Richardson,Ind,QB,W 31-20,17.6,56,0,0,3,35,2,0,0,0,0,0,0,0,17.74,6,10,Hou,Away,9/19/2023
1060,Marquise Brown,Ari,WR,L 28-31,12.1,0,0,0,0,0,0,6,54,1,10,0,0,0,17.4,0,0,NYG,Home,9/19/2023
1061,Nelson Agholor,Bal,WR,W 27-24,1.1,0,0,0,0,0,0,5,63,1,6,0,0,0,17.3,0,0,Cin,Away,9/19/2023
1062,Hunter Henry,NE,TE,L 17-24,8,0,0,0,0,0,0,6,52,1,7,0,0,0,17.2,0,0,Mia,Home,9/19/2023
1063,James Conner,Ari,RB,L 28-31,15.1,0,0,0,23,106,1,0,0,0,1,0,0,0,16.6,0,0,NYG,Home,9/19/2023
1064,Mike Williams,LAC,WR,L 24-27,12.6,0,0,0,1,3,0,8,83,0,13,0,0,0,16.6,0,0,Ten,Away,9/19/2023
1065,DJ Moore,Chi,WR,L 17-27,12.2,0,0,0,0,0,0,6,104,0,7,0,0,0,16.4,0,0,TB,Away,9/19/2023
1066,Terry McLaurin,Wsh,WR,W 35-33,13,0,0,0,0,0,0,5,54,1,6,0,0,0,16.4,0,0,Den,Away,9/19/2023
1067,Garrett Wilson,NYJ,WR,L 10-30,14,0,0,0,0,0,0,2,83,1,8,0,0,0,16.3,0,0,Dal,Away,9/19/2023
1068,Jordan Addison,Min,WR,L 28-34,11.7,0,0,0,0,0,0,3,72,1,5,0,0,0,16.2,0,0,Phi,Away,9/19/2023
1069,Amari Cooper,Cle,WR,L 22-26,0,0,0,0,0,0,0,7,90,0,10,0,0,0,16,0,0,Pit,Away,9/19/2023
1070,Skyy Moore,KC,WR,W 17-9,8.4,0,0,0,0,0,0,3,70,1,4,0,0,0,16,0,0,Jax,Away,9/19/2023
1071,Mark Andrews,Bal,TE,W 27-24,12.4,0,0,0,0,0,0,5,45,1,8,0,0,0,15.5,0,0,Cin,Away,9/19/2023
1072,Tony Jones Jr.,NO,RB,W 20-17,0,0,0,0,12,34,2,0,0,0,2,0,0,0,15.4,0,0,Car,Away,9/19/2023
1073,Joe Burrow,Cin,QB,L 24-27,20.7,222,2,1,1,5,0,0,0,0,0,0,0,0,15.38,27,41,Bal,Home,9/19/2023
1074,Tutu Atwell,LAR,WR,L 23-30,10.5,0,0,0,1,5,0,7,77,0,9,0,0,0,15.2,0,0,SF,Home,9/19/2023
1075,Tyreek Hill,Mia,WR,W 24-17,22,0,0,0,0,0,0,5,40,1,9,0,0,0,15,0,0,NE,Away,9/19/2023
1076,Rhamondre Stevenson,NE,RB,L 17-24,14.7,0,0,0,15,50,1,3,10,0,3,0,0,0,15,0,0,Mia,Home,9/19/2023
1077,Brock Purdy,SF,QB,W 30-23,17.1,206,0,0,3,5,1,0,0,0,0,0,0,0,14.74,17,25,LAR,Away,9/19/2023
1078,Justin Fields,Chi,QB,L 17-27,19,211,1,2,4,3,1,0,0,0,0,0,0,0,14.74,16,29,TB,Away,9/19/2023
1079,Chris Olave,NO,WR,W 20-17,14.5,0,0,0,0,0,0,6,86,0,11,0,0,0,14.6,0,0,Car,Away,9/19/2023
1080,Amon-Ra St. Brown,Det,WR,L 31-37,16.6,0,0,0,0,0,0,6,102,0,7,0,1,0,14.2,0,0,Sea,Home,9/19/2023
1081,Isaiah Hodgins,NYG,WR,W 31-28,7.5,0,0,0,0,0,0,4,40,1,5,0,0,0,14,0,0,Ari,Away,9/19/2023
1082,Matthew Stafford,LAR,QB,L 23-30,14.2,307,1,2,4,17,0,0,0,0,0,0,0,0,13.98,34,55,SF,Home,9/19/2023
1083,Mac Jones,NE,QB,L 17-24,14.2,231,1,1,5,25,0,0,0,0,0,0,0,0,13.74,31,42,Mia,Home,9/19/2023
1084,Kalif Raymond,Det,WR,L 31-37,3.8,0,0,0,1,11,0,2,46,1,3,0,0,0,13.7,0,0,Sea,Home,9/19/2023
1085,Stefon Diggs,Buf,WR,W 38-10,17.9,0,0,0,0,0,0,7,66,0,7,0,0,0,13.6,0,0,LV,Home,9/19/2023
